# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Mar 15 19:08:21 BRT 2023 [seed=111]
# -seed 111 -prefix seed1 simulated_data_n=5_L=5000_rate=0.2.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
114000	-14717.703803028038	-9.582470855351131	-14708.121332172686	0.4517754902011778	1.7695484116841402	1.0	0.2	0.2	-14708.121332172686	0.0	-2.6673842147082207
115000	-14718.666706513384	-9.574832517512142	-14709.091873995872	0.4352104681578138	1.737105720101408	1.0	0.2	0.2	-14709.091873995872	0.0	-2.6597458768692315
116000	-14718.083945237142	-9.609089541317438	-14708.474855695824	0.4524734976266476	1.7796715768275062	1.0	0.2	0.2	-14708.474855695824	0.0	-2.6940029006745285
117000	-14718.991185912408	-9.521125486114133	-14709.470060426294	0.43623242765980974	1.7154707815379622	1.0	0.2	0.20000000000000004	-14709.470060426294	0.0	-2.606038845471223
118000	-14718.966832928847	-9.516608202010676	-14709.450224726836	0.4222830045667381	1.6949243357246477	1.0	0.2	0.19999999999999998	-14709.450224726836	0.0	-2.6015215613677665
119000	-14720.93216319774	-9.602684072116961	-14711.329479125623	0.45368848574672205	1.7794186791598614	1.0	0.2	0.2	-14711.329479125623	0.0	-2.687597431474051
120000	-14718.308126479373	-9.452126861907285	-14708.855999617466	0.42383007522762084	1.6791863083044278	1.0	0.2	0.20000000000000004	-14708.855999617466	0.0	-2.5370402212643746
121000	-14717.791625492733	-9.568446465275015	-14708.223179027458	0.4497738026556089	1.7632598110229523	1.0	0.2	0.20000000000000004	-14708.223179027458	0.0	-2.653359824632105
122000	-14718.304446494074	-9.57617951092572	-14708.728266983147	0.45502525462025023	1.7703076571611325	1.0	0.2	0.2	-14708.728266983147	0.0	-2.661092870282809
123000	-14717.18201357736	-9.49872041387112	-14707.683293163489	0.43783601235667957	1.717857056706696	1.0	0.2	0.19999999999999998	-14707.683293163489	0.0	-2.58363377322821
124000	-14724.513026877805	-9.50507896608658	-14715.007947911718	0.41124176895289644	1.6630540501995783	1.0	0.2	0.2	-14715.007947911718	0.0	-2.5899923254436703
125000	-14719.21789992982	-9.519109472281436	-14709.698790457538	0.4281254820469259	1.7062993404898492	1.0	0.2	0.19999999999999998	-14709.698790457538	0.0	-2.6040228316385265
126000	-14717.435816404619	-9.51000861633916	-14707.92580778828	0.4274136406078831	1.703531153003392	1.0	0.2	0.20000000000000004	-14707.92580778828	0.0	-2.59492197569625
127000	-14717.52132400804	-9.526886585558504	-14707.994437422481	0.43073471414604547	1.7135495414583566	1.0	0.2	0.19999999999999998	-14707.994437422481	0.0	-2.611799944915595
128000	-14718.190162068293	-9.545977552800695	-14708.644184515491	0.4447004443641587	1.7413888366424264	1.0	0.2	0.19999999999999998	-14708.644184515491	0.0	-2.6308909121577853
129000	-14717.394823632252	-9.489455468160068	-14707.905368164093	0.4367321914578873	1.7124208878246443	1.0	0.2	0.2	-14707.905368164093	0.0	-2.574368827517159
130000	-14718.518630460716	-9.600841966634412	-14708.917788494082	0.4556537254520442	1.7884122237542126	1.0	0.2	0.19999999999999998	-14708.917788494082	0.0	-2.6857553259915035
131000	-14718.274590878043	-9.481755527970263	-14708.792835350074	0.42756166990522004	1.6907392369098733	1.0	0.2	0.2	-14708.792835350074	0.0	-2.566668887327353
132000	-14719.119937586209	-9.606341202690558	-14709.513596383518	0.43999401329810606	1.7615836278555492	1.0	0.2	0.2	-14709.513596383518	0.0	-2.691254562047649
133000	-14717.589232617482	-9.547542357878264	-14708.041690259603	0.43560829549506114	1.7289151024408393	1.0	0.2	0.19999999999999996	-14708.041690259603	0.0	-2.6324557172353535
134000	-14718.347803041032	-9.528551630996898	-14708.819251410034	0.4442934187233036	1.7434922602976748	1.0	0.2	0.2	-14708.819251410034	0.0	-2.6134649903539877
135000	-14719.353528302447	-9.523761198728502	-14709.829767103718	0.44382365957991	1.7342790300949753	1.0	0.2	0.2	-14709.829767103718	0.0	-2.608674558085593
136000	-14723.498833321537	-9.328151317792585	-14714.170682003745	0.4151055232065695	1.606350908824591	1.0	0.2	0.2	-14714.170682003745	0.0	-2.413064677149676
137000	-14722.524101751525	-9.76594378606299	-14712.758157965462	0.4646627745737605	1.859978982250626	1.0	0.2	0.2	-14712.758157965462	0.0	-2.8508571454200804
138000	-14719.048884345897	-9.47613130881399	-14709.572753037082	0.42038972930909846	1.6730750197162947	1.0	0.2	0.2	-14709.572753037082	0.0	-2.561044668171081
139000	-14720.346583528279	-9.471223316339948	-14710.87536021194	0.44777148358820906	1.7252517882157834	1.0	0.2	0.20000000000000004	-14710.87536021194	0.0	-2.556136675697039
140000	-14720.13819480454	-9.598720412550032	-14710.53947439199	0.4504401813566802	1.7739543650621818	1.0	0.2	0.2	-14710.53947439199	0.0	-2.6836337719071217
141000	-14717.180078360678	-9.563035753869881	-14707.617042606807	0.4391335411994724	1.7437060650349618	1.0	0.2	0.19999999999999998	-14707.617042606807	0.0	-2.647949113226972
142000	-14717.713785633943	-9.550579546232708	-14708.163206087711	0.43429028816374277	1.7264337397537002	1.0	0.2	0.2	-14708.163206087711	0.0	-2.635492905589797
143000	-14717.855491315317	-9.608485112600999	-14708.247006202715	0.4492554569509534	1.7758768729238938	1.0	0.2	0.2	-14708.247006202715	0.0	-2.693398471958089
144000	-14717.538450198712	-9.572302399315856	-14707.966147799396	0.43816172755521604	1.7426608664372336	1.0	0.2	0.20000000000000004	-14707.966147799396	0.0	-2.6572157586729457
145000	-14719.268361026327	-9.524201463953098	-14709.744159562373	0.4275085838962552	1.7055045646213736	1.0	0.2	0.2	-14709.744159562373	0.0	-2.609114823310189
146000	-14718.34635452365	-9.6328630323234	-14708.713491491326	0.4476836999393394	1.7819697012982147	1.0	0.2	0.2	-14708.713491491326	0.0	-2.7177763916804896
147000	-14721.026296162016	-9.42203341790036	-14711.604262744115	0.42721644710042955	1.6768588228796824	1.0	0.2	0.2	-14711.604262744115	0.0	-2.5069467772574505
148000	-14718.494597979528	-9.493264313000482	-14709.001333666529	0.42850141983362156	1.7019178812202758	1.0	0.2	0.2	-14709.001333666529	0.0	-2.578177672357573
149000	-14717.34383564792	-9.539023433603806	-14707.804812214315	0.4326561958325136	1.722117197785878	1.0	0.2	0.2	-14707.804812214315	0.0	-2.6239367929608957
150000	-14720.749694450802	-9.583295880137818	-14711.166398570664	0.45759990906424386	1.7795333976426881	1.0	0.2	0.2	-14711.166398570664	0.0	-2.6682092394949075
151000	-14717.953170684194	-9.593265485786988	-14708.359905198407	0.4408724775343366	1.7550704640880932	1.0	0.2	0.2	-14708.359905198407	0.0	-2.6781788451440782
152000	-14721.654246722415	-9.448955166437685	-14712.205291555978	0.44319509179467426	1.7132567610275495	1.0	0.2	0.20000000000000004	-14712.205291555978	0.0	-2.533868525794775
153000	-14717.491586089905	-9.593816324460189	-14707.897769765445	0.44619034104534266	1.7663705063435324	1.0	0.2	0.2	-14707.897769765445	0.0	-2.678729683817278
154000	-14718.52967895055	-9.633364343773748	-14708.896314606776	0.44305383295626866	1.7749069036698155	1.0	0.2	0.2	-14708.896314606776	0.0	-2.718277703130838
155000	-14718.098357954024	-9.539371456151574	-14708.558986497872	0.4537812233693599	1.760495171354219	1.0	0.2	0.2	-14708.558986497872	0.0	-2.624284815508665
156000	-14718.470879330232	-9.590530945614152	-14708.880348384619	0.44165981312365055	1.7566700937974469	1.0	0.2	0.19999999999999998	-14708.880348384619	0.0	-2.6754443049712417
